dep;week;P;T;cl_age90
2A;2020-S36;173;3484;0
2A;2020-S37;5;154;09
2A;2020-S37;24;255;19
2A;2020-S37;39;670;29
2A;2020-S37;22;646;39
2A;2020-S37;14;487;49
2A;2020-S37;21;551;59
2A;2020-S37;7;406;69
2A;2020-S37;7;276;79
2A;2020-S37;4;106;89
2A;2020-S37;0;31;90
2A;2020-S37;143;3583;0
2A;2020-S38;3;225;09
2A;2020-S38;8;375;19
2A;2020-S38;24;411;29
2A;2020-S38;14;455;39
2A;2020-S38;12;410;49
2A;2020-S38;21;412;59
2A;2020-S38;14;311;69
2A;2020-S38;7;217;79
2A;2020-S38;5;109;89
2A;2020-S38;0;38;90
2A;2020-S38;108;2966;0
2A;2020-S39;4;108;09
2A;2020-S39;14;310;19
2A;2020-S39;25;347;29
2A;2020-S39;14;378;39
2A;2020-S39;15;345;49
2A;2020-S39;17;372;59
2A;2020-S39;16;289;69
2A;2020-S39;9;197;79
2A;2020-S39;6;109;89
2A;2020-S39;1;24;90
2A;2020-S39;121;2482;0
2B;2020-S21;0;19;09
2B;2020-S21;1;33;19
2B;2020-S21;0;96;29
2B;2020-S21;2;110;39
2B;2020-S21;1;98;49
2B;2020-S21;1;90;59
2B;2020-S21;0;71;69
2B;2020-S21;0;55;79
2B;2020-S21;0;38;89
2B;2020-S21;0;17;90
2B;2020-S21;5;627;0
2B;2020-S22;0;11;09
2B;2020-S22;0;21;19
2B;2020-S22;0;64;29
2B;2020-S22;0;99;39
2B;2020-S22;0;83;49
2B;2020-S22;0;91;59
2B;2020-S22;0;69;69
2B;2020-S22;0;70;79
2B;2020-S22;0;35;89
2B;2020-S22;0;18;90
2B;2020-S22;0;561;0
2B;2020-S23;0;5;09
2B;2020-S23;0;21;19
2B;2020-S23;0;45;29
2B;2020-S23;0;48;39
2B;2020-S23;1;71;49
2B;2020-S23;1;96;59
2B;2020-S23;0;74;69
2B;2020-S23;0;65;79
2B;2020-S23;0;44;89
2B;2020-S23;0;14;90
2B;2020-S23;2;483;0
2B;2020-S24;0;9;09
2B;2020-S24;0;23;19
2B;2020-S24;0;40;29
2B;2020-S24;3;54;39
2B;2020-S24;1;56;49
2B;2020-S24;1;63;59
2B;2020-S24;0;76;69
2B;2020-S24;0;66;79
2B;2020-S24;0;32;89
2B;2020-S24;0;12;90
2B;2020-S24;5;433;0
2B;2020-S25;0;8;09
2B;2020-S25;0;23;19
2B;2020-S25;0;51;29
2B;2020-S25;0;47;39
2B;2020-S25;1;42;49
2B;2020-S25;0;62;59
2B;2020-S25;0;66;69
2B;2020-S25;0;58;79
2B;2020-S25;0;27;89
2B;2020-S25;0;5;90
2B;2020-S25;1;390;0
2B;2020-S26;0;7;09
2B;2020-S26;0;28;19
2B;2020-S26;1;40;29
2B;2020-S26;0;44;39
2B;2020-S26;0;50;49
2B;2020-S26;0;62;59
2B;2020-S26;0;73;69
2B;2020-S26;0;48;79
2B;2020-S26;0;35;89
2B;2020-S26;0;4;90
2B;2020-S26;1;391;0
2B;2020-S27;0;15;09
2B;2020-S27;0;34;19
2B;2020-S27;0;69;29
2B;2020-S27;0;68;39
2B;2020-S27;0;57;49
2B;2020-S27;0;84;59
2B;2020-S27;0;63;69
2B;2020-S27;0;73;79
2B;2020-S27;0;37;89
2B;2020-S27;0;6;90
2B;2020-S27;0;506;0
2B;2020-S28;0;32;09
2B;2020-S28;0;41;19
2B;2020-S28;2;74;29
2B;2020-S28;0;67;39
2B;2020-S28;0;88;49
2B;2020-S28;1;71;59
2B;2020-S28;0;89;69
2B;2020-S28;0;60;79
2B;2020-S28;0;45;89
2B;2020-S28;0;8;90
2B;2020-S28;3;577;0
2B;2020-S29;0;26;09
2B;2020-S29;1;50;19
2B;2020-S29;2;105;29
2B;2020-S29;3;103;39
2B;2020-S29;2;99;49
2B;2020-S29;2;102;59
2B;2020-S29;0;94;69
2B;2020-S29;1;75;79
2B;2020-S29;0;42;89
2B;2020-S29;0;11;90
2B;2020-S29;11;709;0
2B;2020-S30;0;32;09
2B;2020-S30;0;68;19
2B;2020-S30;0;118;29
2B;2020-S30;0;158;39
2B;2020-S30;1;159;49
2B;2020-S30;0;126;59
2B;2020-S30;1;107;69
2B;2020-S30;0;111;79
2B;2020-S30;0;44;89
2B;2020-S30;0;19;90
2B;2020-S30;2;946;0
2B;2020-S31;0;57;09
2B;2020-S31;1;98;19
2B;2020-S31;0;208;29
2B;2020-S31;1;181;39
2B;2020-S31;2;134;49
2B;2020-S31;0;161;59
2B;2020-S31;0;132;69
2B;2020-S31;3;97;79
2B;2020-S31;0;49;89
2B;2020-S31;0;11;90
2B;2020-S31;7;1130;0
2B;2020-S32;1;41;09
2B;2020-S32;0;108;19
2B;2020-S32;5;234;29
2B;2020-S32;0;231;39
2B;2020-S32;0;221;49
2B;2020-S32;1;180;59
2B;2020-S32;0;209;69
2B;2020-S32;0;171;79
2B;2020-S32;0;66;89
2B;2020-S32;0;13;90
2B;2020-S32;7;1478;0
2B;2020-S33;0;37;09
2B;2020-S33;2;126;19
2B;2020-S33;4;230;29
2B;2020-S33;0;207;39
2B;2020-S33;2;169;49
2B;2020-S33;1;189;59
2B;2020-S33;0;162;69
2B;2020-S33;2;114;79
2B;2020-S33;0;49;89
2B;2020-S33;0;15;90
2B;2020-S33;11;1304;0
2B;2020-S34;1;55;09
2B;2020-S34;0;208;19
2B;2020-S34;2;307;29
2B;2020-S34;5;243;39
2B;2020-S34;5;259;49
2B;2020-S34;1;264;59
2B;2020-S34;1;204;69
2B;2020-S34;1;201;79
2B;2020-S34;0;79;89
2B;2020-S34;0;22;90
2B;2020-S34;16;1844;0
2B;2020-S35;1;76;09
2B;2020-S35;4;266;19
2B;2020-S35;19;507;29
2B;2020-S35;23;538;39
2B;2020-S35;18;471;49
2B;2020-S35;9;482;59
2B;2020-S35;9;334;69
2B;2020-S35;4;220;79
2B;2020-S35;0;99;89
2B;2020-S35;2;24;90
2B;2020-S35;89;3020;0
2B;2020-S36;6;140;09
2B;2020-S36;10;297;19
2B;2020-S36;31;796;29
2B;2020-S36;27;855;39
2B;2020-S36;22;668;49
2B;2020-S36;24;662;59
2B;2020-S36;14;519;69
2B;2020-S36;10;353;79
2B;2020-S36;2;164;89
2B;2020-S36;2;36;90
2B;2020-S36;148;4493;0
2B;2020-S37;6;375;09
2B;2020-S37;11;385;19
2B;2020-S37;46;726;29
2B;2020-S37;19;695;39
2B;2020-S37;25;639;49
2B;2020-S37;24;664;59
2B;2020-S37;15;528;69
2B;2020-S37;15;361;79
2B;2020-S37;6;172;89
2B;2020-S37;1;35;90
2B;2020-S37;168;4584;0
2B;2020-S38;1;297;09
2B;2020-S38;17;532;19
2B;2020-S38;33;550;29
2B;2020-S38;12;555;39
2B;2020-S38;14;526;49
2B;2020-S38;9;481;59
2B;2020-S38;9;377;69
2B;2020-S38;9;291;79
2B;2020-S38;4;173;89
2B;2020-S38;3;64;90
2B;2020-S38;111;3848;0
2B;2020-S39;1;90;09
2B;2020-S39;12;380;19
2B;2020-S39;15;389;29
2B;2020-S39;6;349;39
2B;2020-S39;5;328;49
2B;2020-S39;11;333;59
2B;2020-S39;6;285;69
2B;2020-S39;2;205;79
2B;2020-S39;0;108;89
2B;2020-S39;1;25;90
2B;2020-S39;59;2494;0
30;2020-S21;2;104;09
30;2020-S21;1;130;19
30;2020-S21;3;329;29
30;2020-S21;2;302;39
30;2020-S21;5;363;49
30;2020-S21;6;401;59
30;2020-S21;2;347;69
30;2020-S21;7;328;79
30;2020-S21;12;359;89
30;2020-S21;15;210;90
30;2020-S21;55;2874;0
30;2020-S22;0;113;09
30;2020-S22;1;155;19
30;2020-S22;2;288;29
30;2020-S22;6;330;39
30;2020-S22;7;352;49
30;2020-S22;6;446;59
30;2020-S22;7;400;69
30;2020-S22;3;368;79
30;2020-S22;7;267;89
30;2020-S22;5;133;90
30;2020-S22;44;2852;0
30;2020-S23;1;108;09
30;2020-S23;0;119;19
30;2020-S23;9;299;29
30;2020-S23;10;352;39
30;2020-S23;14;433;49
30;2020-S23;5;430;59
30;2020-S23;3;338;69
30;2020-S23;1;291;79
30;2020-S23;9;293;89
30;2020-S23;4;172;90
30;2020-S23;56;2835;0
30;2020-S24;6;159;09
30;2020-S24;10;214;19
30;2020-S24;27;377;29
30;2020-S24;11;380;39
30;2020-S24;34;530;49
30;2020-S24;26;523;59
30;2020-S24;11;436;69
30;2020-S24;0;358;79
30;2020-S24;2;240;89
30;2020-S24;2;110;90
30;2020-S24;129;3330;0
30;2020-S25;8;107;09
30;2020-S25;0;157;19
30;2020-S25;4;230;29
30;2020-S25;3;295;39
30;2020-S25;4;272;49
30;2020-S25;8;390;59
30;2020-S25;4;380;69
30;2020-S25;1;395;79
30;2020-S25;2;283;89
30;2020-S25;1;124;90
30;2020-S25;35;2633;0
30;2020-S26;3;120;09
30;2020-S26;5;226;19
30;2020-S26;6;259;29
30;2020-S26;5;287;39
30;2020-S26;6;303;49
30;2020-S26;9;396;59
30;2020-S26;2;376;69
30;2020-S26;1;349;79
30;2020-S26;0;251;89
30;2020-S26;0;115;90
30;2020-S26;39;2687;0
30;2020-S27;3;312;09
30;2020-S27;11;431;19
30;2020-S27;2;313;29
30;2020-S27;7;382;39
30;2020-S27;4;384;49
30;2020-S27;5;399;59
30;2020-S27;5;400;69
30;2020-S27;1;344;79
30;2020-S27;2;258;89
30;2020-S27;0;127;90
30;2020-S27;40;3350;0
30;2020-S28;0;255;09
30;2020-S28;7;278;19
30;2020-S28;4;310;29
30;2020-S28;3;381;39
30;2020-S28;4;349;49
30;2020-S28;4;391;59
30;2020-S28;0;343;69
30;2020-S28;2;337;79
30;2020-S28;0;213;89
30;2020-S28;0;84;90
30;2020-S28;24;2941;0
30;2020-S29;1;177;09
30;2020-S29;3;304;19
30;2020-S29;4;416;29
30;2020-S29;4;438;39
30;2020-S29;2;394;49
30;2020-S29;2;439;59
30;2020-S29;1;449;69
30;2020-S29;2;417;79
30;2020-S29;1;250;89
30;2020-S29;0;124;90
30;2020-S29;20;3417;0
30;2020-S30;3;229;09
30;2020-S30;7;371;19
30;2020-S30;11;596;29
30;2020-S30;8;589;39
30;2020-S30;14;539;49
30;2020-S30;19;558;59
30;2020-S30;8;517;69
30;2020-S30;4;448;79
30;2020-S30;5;264;89
30;2020-S30;0;110;90
30;2020-S30;79;4235;0
30;2020-S31;4;252;09
30;2020-S31;10;615;19
30;2020-S31;11;908;29
30;2020-S31;9;981;39
30;2020-S31;16;949;49
30;2020-S31;14;981;59
30;2020-S31;8;865;69
30;2020-S31;3;680;79
30;2020-S31;5;364;89
30;2020-S31;2;115;90
30;2020-S31;82;6722;0
30;2020-S32;7;234;09
30;2020-S32;17;515;19
30;2020-S32;30;746;29
30;2020-S32;13;743;39
30;2020-S32;13;760;49
30;2020-S32;14;749;59
30;2020-S32;12;564;69
30;2020-S32;10;531;79
30;2020-S32;4;296;89
30;2020-S32;1;115;90
30;2020-S32;122;5262;0
30;2020-S33;5;250;09
30;2020-S33;22;552;19
30;2020-S33;52;898;29
30;2020-S33;36;819;39
30;2020-S33;31;755;49
30;2020-S33;35;707;59
30;2020-S33;14;592;69
30;2020-S33;14;436;79
30;2020-S33;3;260;89
30;2020-S33;0;80;90
30;2020-S33;212;5354;0
30;2020-S34;6;252;09
30;2020-S34;32;745;19
30;2020-S34;78;1210;29
30;2020-S34;72;1085;39
30;2020-S34;37;996;49
30;2020-S34;43;948;59
30;2020-S34;25;732;69
30;2020-S34;13;547;79
30;2020-S34;4;290;89
30;2020-S34;0;72;90
30;2020-S34;310;6884;0
30;2020-S35;16;302;09
30;2020-S35;57;716;19
30;2020-S35;106;1336;29
30;2020-S35;72;1139;39
30;2020-S35;35;1076;49
30;2020-S35;40;1069;59
30;2020-S35;26;831;69
30;2020-S35;14;600;79
30;2020-S35;5;351;89
30;2020-S35;1;161;90
30;2020-S35;372;7583;0
30;2020-S36;29;460;09
30;2020-S36;87;879;19
30;2020-S36;131;1560;29
30;2020-S36;91;1356;39
30;2020-S36;76;1298;49
30;2020-S36;64;1358;59
30;2020-S36;36;1016;69
30;2020-S36;19;709;79
30;2020-S36;3;343;89
30;2020-S36;0;153;90
30;2020-S36;536;9133;0
30;2020-S37;23;1016;09
30;2020-S37;84;1202;19
30;2020-S37;111;1432;29
30;2020-S37;78;1527;39
30;2020-S37;85;1393;49
30;2020-S37;66;1188;59
30;2020-S37;43;905;69
30;2020-S37;35;718;79
30;2020-S37;27;417;89
30;2020-S37;22;208;90
30;2020-S37;575;10011;0
30;2020-S38;38;1010;09
30;2020-S38;98;1827;19
30;2020-S38;126;1450;29
30;2020-S38;122;1698;39
30;2020-S38;110;1410;49
30;2020-S38;89;1263;59
30;2020-S38;51;980;69
30;2020-S38;47;747;79
30;2020-S38;25;400;89
30;2020-S38;11;217;90
30;2020-S38;719;11018;0
30;2020-S39;28;450;09
30;2020-S39;140;1719;19
30;2020-S39;131;1390;29
30;2020-S39;99;1366;39
30;2020-S39;111;1308;49
30;2020-S39;112;1265;59
30;2020-S39;83;977;69
30;2020-S39;55;743;79
30;2020-S39;26;387;89
30;2020-S39;19;175;90
30;2020-S39;810;9802;0
31;2020-S21;2;277;09
31;2020-S21;1;280;19
31;2020-S21;6;685;29
31;2020-S21;10;733;39
31;2020-S21;3;658;49
31;2020-S21;1;642;59
31;2020-S21;1;460;69
31;2020-S21;3;410;79
31;2020-S21;2;440;89
31;2020-S21;0;351;90
31;2020-S21;30;4946;0
31;2020-S22;1;367;09
31;2020-S22;1;361;19
31;2020-S22;4;842;29
31;2020-S22;4;754;39
31;2020-S22;4;709;49
31;2020-S22;4;676;59
31;2020-S22;0;506;69
31;2020-S22;1;369;79
31;2020-S22;0;458;89
31;2020-S22;1;326;90
31;2020-S22;20;5373;0
31;2020-S23;3;236;09
31;2020-S23;3;295;19
31;2020-S23;1;490;29
31;2020-S23;2;462;39
31;2020-S23;1;348;49
31;2020-S23;6;406;59
31;2020-S23;2;357;69
31;2020-S23;1;279;79
31;2020-S23;2;369;89
31;2020-S23;0;259;90
31;2020-S23;21;3504;0
31;2020-S24;8;275;09
31;2020-S24;8;321;19
31;2020-S24;11;576;29
31;2020-S24;7;542;39
31;2020-S24;4;477;49
31;2020-S24;5;411;59
31;2020-S24;2;299;69
31;2020-S24;1;300;79
31;2020-S24;2;227;89
31;2020-S24;0;154;90
31;2020-S24;48;3582;0
31;2020-S25;10;250;09
31;2020-S25;3;255;19
31;2020-S25;3;512;29
31;2020-S25;11;451;39
31;2020-S25;7;388;49
31;2020-S25;6;355;59
31;2020-S25;3;258;69
31;2020-S25;1;195;79
31;2020-S25;0;244;89
31;2020-S25;0;105;90
31;2020-S25;44;3014;0
31;2020-S26;7;473;09
31;2020-S26;6;397;19
31;2020-S26;8;676;29
31;2020-S26;11;594;39
31;2020-S26;6;500;49
31;2020-S26;5;390;59
31;2020-S26;5;308;69
31;2020-S26;1;277;79
31;2020-S26;0;226;89
31;2020-S26;0;126;90
31;2020-S26;50;3971;0
31;2020-S27;4;857;09
31;2020-S27;5;620;19
31;2020-S27;15;959;29
31;2020-S27;12;804;39
31;2020-S27;9;652;49
31;2020-S27;3;504;59
31;2020-S27;0;382;69
31;2020-S27;3;308;79
31;2020-S27;1;244;89
31;2020-S27;0;117;90
31;2020-S27;52;5451;0
31;2020-S28;2;1140;09
31;2020-S28;6;671;19
31;2020-S28;5;1031;29
31;2020-S28;11;1136;39
31;2020-S28;7;912;49
31;2020-S28;5;592;59
31;2020-S28;2;384;69
31;2020-S28;0;304;79
31;2020-S28;1;221;89
31;2020-S28;1;120;90
31;2020-S28;40;6515;0
31;2020-S29;4;872;09
31;2020-S29;3;712;19
31;2020-S29;10;1315;29
31;2020-S29;16;1378;39
31;2020-S29;14;934;49
31;2020-S29;7;632;59
31;2020-S29;4;530;69
31;2020-S29;0;362;79
31;2020-S29;1;231;89
31;2020-S29;0;98;90
31;2020-S29;59;7066;0
31;2020-S30;13;857;09
31;2020-S30;11;980;19
31;2020-S30;52;1792;29
31;2020-S30;31;1814;39
31;2020-S30;13;1209;49
31;2020-S30;19;952;59
31;2020-S30;14;719;69
31;2020-S30;7;493;79
31;2020-S30;2;393;89
31;2020-S30;0;329;90
31;2020-S30;163;9547;0
31;2020-S31;7;812;09
31;2020-S31;29;1239;19
31;2020-S31;87;2435;29
31;2020-S31;49;2129;39
31;2020-S31;19;1464;49
31;2020-S31;12;1214;59
31;2020-S31;11;835;69
31;2020-S31;3;556;79
31;2020-S31;2;347;89
31;2020-S31;1;154;90
31;2020-S31;220;11191;0
31;2020-S32;15;672;09
31;2020-S32;55;1649;19
31;2020-S32;151;3450;29
31;2020-S32;87;2705;39
31;2020-S32;49;2110;49
31;2020-S32;35;1709;59
31;2020-S32;22;1087;69
31;2020-S32;10;663;79
31;2020-S32;5;356;89
31;2020-S32;0;197;90
31;2020-S32;429;14610;0
31;2020-S33;24;779;09
31;2020-S33;70;1696;19
31;2020-S33;177;4085;29
31;2020-S33;96;2905;39
31;2020-S33;74;2371;49
31;2020-S33;43;1970;59
31;2020-S33;31;1281;69
31;2020-S33;13;839;79
31;2020-S33;5;557;89
31;2020-S33;3;386;90
31;2020-S33;536;16885;0
31;2020-S34;23;860;09
31;2020-S34;76;2253;19
31;2020-S34;276;5112;29
31;2020-S34;139;3572;39
31;2020-S34;91;2918;49
31;2020-S34;75;2409;59
31;2020-S34;38;1484;69
31;2020-S34;26;851;79
31;2020-S34;13;464;89
31;2020-S34;7;256;90
31;2020-S34;764;20190;0
31;2020-S35;27;980;09
31;2020-S35;76;2453;19
31;2020-S35;272;5401;29
31;2020-S35;162;4290;39
31;2020-S35;124;3450;49
31;2020-S35;114;3082;59
31;2020-S35;56;1852;69
31;2020-S35;30;1222;79
31;2020-S35;15;821;89
31;2020-S35;12;574;90
31;2020-S35;888;24144;0
31;2020-S36;54;1142;09
31;2020-S36;150;2358;19
31;2020-S36;435;5620;29
31;2020-S36;259;4244;39
31;2020-S36;174;3476;49
31;2020-S36;114;3015;59
31;2020-S36;76;1879;69
31;2020-S36;36;1224;79
31;2020-S36;26;731;89
31;2020-S36;9;358;90
31;2020-S36;1337;24095;0
31;2020-S37;106;3140;09
31;2020-S37;451;3838;19
31;2020-S37;741;6488;29
31;2020-S37;307;5136;39
31;2020-S37;217;3960;49
31;2020-S37;200;3262;59
31;2020-S37;83;1911;69
31;2020-S37;54;1270;79
31;2020-S37;54;848;89
31;2020-S37;27;450;90
31;2020-S37;2245;30354;0
31;2020-S38;94;3096;09
31;2020-S38;733;6113;19
31;2020-S38;1324;7746;29
31;2020-S38;374;5163;39
31;2020-S38;279;4287;49
31;2020-S38;236;3349;59
31;2020-S38;137;1894;69
31;2020-S38;61;1166;79
31;2020-S38;72;978;89
31;2020-S38;48;583;90
31;2020-S38;3360;34405;0
31;2020-S39;48;973;09
31;2020-S39;486;4748;19
31;2020-S39;1036;6719;29
31;2020-S39;375;3962;39
31;2020-S39;269;3403;49
31;2020-S39;289;3162;59
31;2020-S39;147;1724;69
31;2020-S39;65;1152;79
31;2020-S39;79;857;89
31;2020-S39;47;533;90
31;2020-S39;2843;27257;0
32;2020-S21;0;28;09
32;2020-S21;1;36;19
32;2020-S21;4;135;29
32;2020-S21;2;153;39
32;2020-S21;1;182;49
32;2020-S21;3;210;59
32;2020-S21;4;102;69
32;2020-S21;2;114;79
32;2020-S21;6;244;89
32;2020-S21;12;205;90
32;2020-S21;35;1409;0
32;2020-S22;2;22;09
32;2020-S22;0;46;19
32;2020-S22;2;99;29
32;2020-S22;4;106;39
32;2020-S22;4;128;49
32;2020-S22;4;138;59
32;2020-S22;0;73;69
32;2020-S22;1;82;79
32;2020-S22;3;127;89
32;2020-S22;2;98;90
32;2020-S22;22;919;0
32;2020-S23;0;19;09
32;2020-S23;0;30;19
32;2020-S23;0;52;29
32;2020-S23;1;66;39
32;2020-S23;0;68;49
32;2020-S23;1;81;59
32;2020-S23;0;63;69
32;2020-S23;0;46;79
32;2020-S23;0;55;89
32;2020-S23;0;22;90
32;2020-S23;2;502;0
32;2020-S24;0;11;09
32;2020-S24;0;38;19
32;2020-S24;1;40;29
32;2020-S24;0;45;39
32;2020-S24;0;48;49
32;2020-S24;1;48;59
32;2020-S24;0;50;69
32;2020-S24;1;57;79
32;2020-S24;0;44;89
32;2020-S24;1;37;90
32;2020-S24;4;418;0
32;2020-S25;0;15;09
32;2020-S25;0;32;19
32;2020-S25;0;43;29
32;2020-S25;0;32;39
32;2020-S25;0;49;49
32;2020-S25;0;36;59
32;2020-S25;0;48;69
32;2020-S25;0;52;79
32;2020-S25;0;43;89
32;2020-S25;0;24;90
32;2020-S25;0;374;0
32;2020-S26;0;15;09
32;2020-S26;1;32;19
32;2020-S26;0;32;29
32;2020-S26;1;28;39
32;2020-S26;0;39;49
32;2020-S26;0;42;59
32;2020-S26;0;47;69
32;2020-S26;0;47;79
32;2020-S26;0;55;89
32;2020-S26;0;27;90
32;2020-S26;2;364;0
32;2020-S27;0;33;09
32;2020-S27;0;45;19
32;2020-S27;0;44;29
32;2020-S27;0;39;39
32;2020-S27;0;48;49
32;2020-S27;0;66;59
32;2020-S27;0;59;69
32;2020-S27;0;59;79
32;2020-S27;1;65;89
32;2020-S27;0;34;90
32;2020-S27;2;494;0
32;2020-S28;0;31;09
32;2020-S28;0;45;19
32;2020-S28;0;47;29
32;2020-S28;0;49;39
32;2020-S28;0;56;49
32;2020-S28;0;63;59
32;2020-S28;0;69;69
32;2020-S28;0;50;79
32;2020-S28;0;52;89
32;2020-S28;0;23;90
32;2020-S28;0;485;0
32;2020-S29;0;44;09
32;2020-S29;0;47;19
32;2020-S29;0;52;29
32;2020-S29;1;85;39
32;2020-S29;0;53;49
32;2020-S29;0;65;59
32;2020-S29;1;75;69
32;2020-S29;0;53;79
32;2020-S29;0;43;89
32;2020-S29;0;13;90
32;2020-S29;2;530;0
32;2020-S30;1;57;09
32;2020-S30;0;112;19
32;2020-S30;1;146;29
32;2020-S30;1;119;39
32;2020-S30;0;125;49
32;2020-S30;0;130;59
32;2020-S30;0;136;69
32;2020-S30;2;104;79
32;2020-S30;0;74;89
32;2020-S30;1;38;90
32;2020-S30;6;1042;0
32;2020-S31;0;61;09
32;2020-S31;3;148;19
32;2020-S31;5;185;29
32;2020-S31;1;158;39
32;2020-S31;0;122;49
32;2020-S31;0;149;59
32;2020-S31;1;132;69
32;2020-S31;0;103;79
32;2020-S31;0;78;89
32;2020-S31;0;26;90
32;2020-S31;10;1162;0
32;2020-S32;0;50;09
32;2020-S32;0;114;19
32;2020-S32;4;165;29
32;2020-S32;0;141;39
32;2020-S32;0;149;49
32;2020-S32;0;136;59
32;2020-S32;0;107;69
32;2020-S32;0;111;79
32;2020-S32;0;67;89
32;2020-S32;0;24;90
32;2020-S32;4;1066;0
32;2020-S33;1;41;09
32;2020-S33;2;135;19
32;2020-S33;13;162;29
32;2020-S33;5;127;39
32;2020-S33;2;116;49
32;2020-S33;0;109;59
32;2020-S33;0;105;69
32;2020-S33;0;58;79
32;2020-S33;0;55;89
32;2020-S33;0;33;90
32;2020-S33;23;941;0
32;2020-S34;0;38;09
32;2020-S34;4;163;19
32;2020-S34;11;249;29
32;2020-S34;5;180;39
32;2020-S34;10;194;49
32;2020-S34;8;180;59
32;2020-S34;2;124;69
32;2020-S34;0;94;79
32;2020-S34;0;46;89
32;2020-S34;0;22;90
32;2020-S34;40;1291;0
32;2020-S35;5;56;09
32;2020-S35;10;208;19
32;2020-S35;12;327;29
32;2020-S35;9;256;39
32;2020-S35;13;307;49
32;2020-S35;10;303;59
32;2020-S35;8;173;69
32;2020-S35;6;109;79
32;2020-S35;3;74;89
32;2020-S35;2;26;90
32;2020-S35;78;1839;0
32;2020-S36;0;94;09
32;2020-S36;5;235;19
32;2020-S36;25;419;29
32;2020-S36;16;371;39
32;2020-S36;5;318;49
32;2020-S36;11;337;59
32;2020-S36;7;223;69
32;2020-S36;2;152;79
32;2020-S36;4;88;89
32;2020-S36;1;30;90
32;2020-S36;76;2267;0
32;2020-S37;6;208;09
32;2020-S37;14;307;19
32;2020-S37;19;349;29
32;2020-S37;22;379;39
32;2020-S37;15;364;49
32;2020-S37;24;339;59
32;2020-S37;18;263;69
32;2020-S37;20;153;79
32;2020-S37;11;131;89
32;2020-S37;24;62;90
32;2020-S37;173;2555;0
32;2020-S38;7;169;09
32;2020-S38;48;477;19
32;2020-S38;47;375;29
32;2020-S38;26;361;39
32;2020-S38;28;393;49
32;2020-S38;17;323;59
32;2020-S38;16;216;69
32;2020-S38;11;151;79
32;2020-S38;9;131;89
32;2020-S38;4;99;90
32;2020-S38;213;2697;0
32;2020-S39;1;61;09
32;2020-S39;47;442;19
32;2020-S39;52;361;29
32;2020-S39;17;275;39
32;2020-S39;24;303;49
32;2020-S39;9;293;59
32;2020-S39;7;223;69
32;2020-S39;6;148;79
32;2020-S39;5;93;89
32;2020-S39;0;38;90
32;2020-S39;168;2239;0
33;2020-S21;0;330;09
33;2020-S21;0;274;19
33;2020-S21;5;615;29
33;2020-S21;2;697;39
33;2020-S21;5;676;49
33;2020-S21;5;608;59
33;2020-S21;0;406;69
33;2020-S21;2;330;79
33;2020-S21;3;273;89
33;2020-S21;0;165;90
33;2020-S21;22;4375;0
33;2020-S22;4;360;09
33;2020-S22;0;369;19
33;2020-S22;7;617;29
33;2020-S22;0;648;39
33;2020-S22;3;734;49
33;2020-S22;2;793;59
33;2020-S22;2;481;69
33;2020-S22;1;394;79
33;2020-S22;3;378;89
33;2020-S22;1;232;90
33;2020-S22;23;5008;0
33;2020-S23;0;291;09
33;2020-S23;1;330;19
33;2020-S23;0;584;29
33;2020-S23;0;543;39
33;2020-S23;2;530;49
33;2020-S23;2;463;59
33;2020-S23;0;367;69
33;2020-S23;3;319;79
33;2020-S23;0;220;89
33;2020-S23;0;113;90
33;2020-S23;9;3761;0
33;2020-S24;1;281;09
33;2020-S24;1;341;19
33;2020-S24;6;548;29
33;2020-S24;2;480;39
33;2020-S24;4;449;49
33;2020-S24;2;430;59
33;2020-S24;0;367;69
33;2020-S24;2;319;79
33;2020-S24;0;189;89
33;2020-S24;0;81;90
33;2020-S24;18;3489;0
33;2020-S25;1;270;09
33;2020-S25;4;382;19
33;2020-S25;6;523;29
33;2020-S25;6;449;39
33;2020-S25;3;436;49
33;2020-S25;2;392;59
33;2020-S25;0;361;69
33;2020-S25;4;303;79
33;2020-S25;0;229;89
33;2020-S25;1;109;90
33;2020-S25;27;3461;0
33;2020-S26;1;369;09
33;2020-S26;2;459;19
33;2020-S26;5;584;29
33;2020-S26;3;495;39
33;2020-S26;2;497;49
33;2020-S26;3;412;59
33;2020-S26;1;388;69
33;2020-S26;0;333;79
33;2020-S26;0;244;89
33;2020-S26;0;134;90
33;2020-S26;17;3922;0
33;2020-S27;1;725;09
33;2020-S27;2;671;19
33;2020-S27;5;818;29
33;2020-S27;8;698;39
33;2020-S27;4;631;49
33;2020-S27;5;489;59
33;2020-S27;0;396;69
33;2020-S27;2;389;79
33;2020-S27;0;283;89
33;2020-S27;0;143;90
33;2020-S27;29;5252;0
33;2020-S28;1;923;09
33;2020-S28;6;749;19
33;2020-S28;2;981;29
33;2020-S28;4;1298;39
33;2020-S28;20;978;49
33;2020-S28;10;704;59
33;2020-S28;2;545;69
33;2020-S28;0;427;79
33;2020-S28;0;292;89
33;2020-S28;0;134;90
33;2020-S28;49;7045;0
33;2020-S29;5;816;09
33;2020-S29;7;1073;19
33;2020-S29;30;1457;29
33;2020-S29;13;1653;39
33;2020-S29;8;1279;49
33;2020-S29;8;895;59
33;2020-S29;4;777;69
33;2020-S29;2;555;79
33;2020-S29;9;407;89
33;2020-S29;3;212;90
