dep;week;P;T;cl_age90
50;2020-S37;5;259;89
50;2020-S37;0;104;90
50;2020-S37;137;5116;0
50;2020-S38;5;473;09
50;2020-S38;23;1099;19
50;2020-S38;26;810;29
50;2020-S38;26;738;39
50;2020-S38;22;692;49
50;2020-S38;25;586;59
50;2020-S38;15;476;69
50;2020-S38;6;370;79
50;2020-S38;9;244;89
50;2020-S38;0;74;90
50;2020-S38;158;5563;0
50;2020-S39;3;144;09
50;2020-S39;31;849;19
50;2020-S39;25;621;29
50;2020-S39;20;501;39
50;2020-S39;18;441;49
50;2020-S39;17;448;59
50;2020-S39;6;381;69
50;2020-S39;13;325;79
50;2020-S39;3;241;89
50;2020-S39;1;97;90
50;2020-S39;137;4048;0
51;2020-S21;2;66;09
51;2020-S21;2;79;19
51;2020-S21;5;223;29
51;2020-S21;2;226;39
51;2020-S21;6;249;49
51;2020-S21;2;227;59
51;2020-S21;3;202;69
51;2020-S21;7;150;79
51;2020-S21;7;207;89
51;2020-S21;3;158;90
51;2020-S21;39;1788;0
51;2020-S22;2;65;09
51;2020-S22;1;90;19
51;2020-S22;4;261;29
51;2020-S22;0;261;39
51;2020-S22;4;220;49
51;2020-S22;3;242;59
51;2020-S22;3;183;69
51;2020-S22;5;176;79
51;2020-S22;11;162;89
51;2020-S22;6;95;90
51;2020-S22;39;1755;0
51;2020-S23;7;88;09
51;2020-S23;1;111;19
51;2020-S23;18;244;29
51;2020-S23;15;234;39
51;2020-S23;7;230;49
51;2020-S23;14;260;59
51;2020-S23;11;211;69
51;2020-S23;9;151;79
51;2020-S23;7;146;89
51;2020-S23;6;77;90
51;2020-S23;110;1776;0
51;2020-S24;0;122;09
51;2020-S24;3;139;19
51;2020-S24;3;314;29
51;2020-S24;8;311;39
51;2020-S24;6;340;49
51;2020-S24;4;328;59
51;2020-S24;1;296;69
51;2020-S24;0;258;79
51;2020-S24;5;221;89
51;2020-S24;4;124;90
51;2020-S24;34;2453;0
51;2020-S25;0;85;09
51;2020-S25;3;157;19
51;2020-S25;1;322;29
51;2020-S25;3;299;39
51;2020-S25;2;323;49
51;2020-S25;2;345;59
51;2020-S25;1;458;69
51;2020-S25;1;423;79
51;2020-S25;1;232;89
51;2020-S25;0;95;90
51;2020-S25;14;2739;0
51;2020-S26;0;110;09
51;2020-S26;0;190;19
51;2020-S26;4;291;29
51;2020-S26;0;295;39
51;2020-S26;0;284;49
51;2020-S26;1;298;59
51;2020-S26;0;361;69
51;2020-S26;0;283;79
51;2020-S26;0;169;89
51;2020-S26;0;61;90
51;2020-S26;5;2344;0
51;2020-S27;0;155;09
51;2020-S27;0;204;19
51;2020-S27;0;279;29
51;2020-S27;2;299;39
51;2020-S27;0;266;49
51;2020-S27;1;353;59
51;2020-S27;0;356;69
51;2020-S27;3;359;79
51;2020-S27;0;218;89
51;2020-S27;0;62;90
51;2020-S27;6;2551;0
51;2020-S28;1;159;09
51;2020-S28;0;206;19
51;2020-S28;5;282;29
51;2020-S28;0;336;39
51;2020-S28;1;318;49
51;2020-S28;0;315;59
51;2020-S28;2;324;69
51;2020-S28;2;267;79
51;2020-S28;0;140;89
51;2020-S28;0;58;90
51;2020-S28;11;2408;0
51;2020-S29;0;146;09
51;2020-S29;0;239;19
51;2020-S29;1;347;29
51;2020-S29;5;371;39
51;2020-S29;2;299;49
51;2020-S29;3;331;59
51;2020-S29;0;280;69
51;2020-S29;1;273;79
51;2020-S29;0;163;89
51;2020-S29;0;53;90
51;2020-S29;12;2505;0
51;2020-S30;2;199;09
51;2020-S30;4;325;19
51;2020-S30;6;494;29
51;2020-S30;4;485;39
51;2020-S30;7;427;49
51;2020-S30;4;490;59
51;2020-S30;7;503;69
51;2020-S30;5;382;79
51;2020-S30;1;222;89
51;2020-S30;0;64;90
51;2020-S30;40;3592;0
51;2020-S31;3;189;09
51;2020-S31;6;326;19
51;2020-S31;7;524;29
51;2020-S31;11;556;39
51;2020-S31;4;460;49
51;2020-S31;4;461;59
51;2020-S31;2;452;69
51;2020-S31;0;374;79
51;2020-S31;0;201;89
51;2020-S31;1;66;90
51;2020-S31;38;3611;0
51;2020-S32;1;164;09
51;2020-S32;2;334;19
51;2020-S32;10;594;29
51;2020-S32;6;542;39
51;2020-S32;9;456;49
51;2020-S32;5;456;59
51;2020-S32;3;462;69
51;2020-S32;8;389;79
51;2020-S32;0;217;89
51;2020-S32;1;72;90
51;2020-S32;45;3689;0
51;2020-S33;3;146;09
51;2020-S33;7;337;19
51;2020-S33;23;618;29
51;2020-S33;8;520;39
51;2020-S33;14;465;49
51;2020-S33;7;453;59
51;2020-S33;3;427;69
51;2020-S33;8;339;79
51;2020-S33;1;242;89
51;2020-S33;1;121;90
51;2020-S33;75;3669;0
51;2020-S34;4;177;09
51;2020-S34;14;851;19
51;2020-S34;32;1564;29
51;2020-S34;16;1186;39
51;2020-S34;15;1207;49
51;2020-S34;11;1180;59
51;2020-S34;7;994;69
51;2020-S34;4;641;79
51;2020-S34;2;305;89
51;2020-S34;0;95;90
51;2020-S34;105;8204;0
51;2020-S35;7;147;09
51;2020-S35;17;634;19
51;2020-S35;51;1320;29
51;2020-S35;29;1051;39
51;2020-S35;17;921;49
51;2020-S35;18;934;59
51;2020-S35;7;734;69
51;2020-S35;7;535;79
51;2020-S35;1;291;89
51;2020-S35;0;90;90
51;2020-S35;154;6661;0
51;2020-S36;15;291;09
51;2020-S36;37;593;19
51;2020-S36;64;1293;29
51;2020-S36;41;1195;39
51;2020-S36;24;996;49
51;2020-S36;22;1036;59
51;2020-S36;18;812;69
51;2020-S36;6;549;79
51;2020-S36;4;305;89
51;2020-S36;1;91;90
51;2020-S36;232;7167;0
51;2020-S37;17;936;09
51;2020-S37;179;1523;19
51;2020-S37;78;1404;29
51;2020-S37;44;1383;39
51;2020-S37;31;1050;49
51;2020-S37;33;966;59
51;2020-S37;22;820;69
51;2020-S37;5;517;79
51;2020-S37;1;280;89
51;2020-S37;2;123;90
51;2020-S37;413;9006;0
51;2020-S38;11;751;09
51;2020-S38;178;2075;19
51;2020-S38;112;1371;29
51;2020-S38;66;1216;39
51;2020-S38;31;1073;49
51;2020-S38;40;853;59
51;2020-S38;36;779;69
51;2020-S38;16;496;79
51;2020-S38;12;310;89
51;2020-S38;5;130;90
51;2020-S38;508;9061;0
51;2020-S39;14;276;09
51;2020-S39;77;1380;19
51;2020-S39;86;1222;29
51;2020-S39;53;1022;39
51;2020-S39;50;859;49
51;2020-S39;37;850;59
51;2020-S39;41;692;69
51;2020-S39;15;530;79
51;2020-S39;7;243;89
51;2020-S39;2;102;90
51;2020-S39;382;7176;0
52;2020-S21;0;13;09
52;2020-S21;1;16;19
52;2020-S21;1;52;29
52;2020-S21;0;49;39
52;2020-S21;2;64;49
52;2020-S21;1;76;59
52;2020-S21;2;53;69
52;2020-S21;0;45;79
52;2020-S21;0;23;89
52;2020-S21;0;13;90
52;2020-S21;7;404;0
52;2020-S22;0;13;09
52;2020-S22;0;26;19
52;2020-S22;0;55;29
52;2020-S22;0;69;39
52;2020-S22;1;60;49
52;2020-S22;0;75;59
52;2020-S22;0;64;69
52;2020-S22;4;53;79
52;2020-S22;0;15;89
52;2020-S22;0;6;90
52;2020-S22;5;436;0
52;2020-S23;0;16;09
52;2020-S23;1;27;19
52;2020-S23;0;86;29
52;2020-S23;1;54;39
52;2020-S23;0;51;49
52;2020-S23;0;58;59
52;2020-S23;1;53;69
52;2020-S23;1;50;79
52;2020-S23;0;39;89
52;2020-S23;0;9;90
52;2020-S23;4;443;0
52;2020-S24;0;13;09
52;2020-S24;0;40;19
52;2020-S24;4;102;29
52;2020-S24;0;65;39
52;2020-S24;1;54;49
52;2020-S24;0;76;59
52;2020-S24;0;69;69
52;2020-S24;0;71;79
52;2020-S24;0;55;89
52;2020-S24;3;32;90
52;2020-S24;8;577;0
52;2020-S25;1;12;09
52;2020-S25;0;27;19
52;2020-S25;2;58;29
52;2020-S25;0;59;39
52;2020-S25;0;41;49
52;2020-S25;0;82;59
52;2020-S25;2;64;69
52;2020-S25;0;51;79
52;2020-S25;1;43;89
52;2020-S25;0;6;90
52;2020-S25;6;443;0
52;2020-S26;1;70;09
52;2020-S26;0;59;19
52;2020-S26;0;65;29
52;2020-S26;0;94;39
52;2020-S26;0;108;49
52;2020-S26;1;120;59
52;2020-S26;0;70;69
52;2020-S26;1;74;79
52;2020-S26;0;41;89
52;2020-S26;1;14;90
52;2020-S26;4;715;0
52;2020-S27;0;48;09
52;2020-S27;0;37;19
52;2020-S27;0;57;29
52;2020-S27;0;61;39
52;2020-S27;0;73;49
52;2020-S27;1;97;59
52;2020-S27;2;128;69
52;2020-S27;0;127;79
52;2020-S27;0;55;89
52;2020-S27;0;13;90
52;2020-S27;3;696;0
52;2020-S28;0;39;09
52;2020-S28;0;49;19
52;2020-S28;0;45;29
52;2020-S28;0;66;39
52;2020-S28;1;55;49
52;2020-S28;0;63;59
52;2020-S28;2;68;69
52;2020-S28;0;64;79
52;2020-S28;0;34;89
52;2020-S28;0;15;90
52;2020-S28;3;498;0
52;2020-S29;0;35;09
52;2020-S29;0;39;19
52;2020-S29;0;81;29
52;2020-S29;1;98;39
52;2020-S29;1;68;49
52;2020-S29;0;81;59
52;2020-S29;0;99;69
52;2020-S29;0;73;79
52;2020-S29;3;71;89
52;2020-S29;0;67;90
52;2020-S29;5;712;0
52;2020-S30;0;31;09
52;2020-S30;0;68;19
52;2020-S30;0;90;29
52;2020-S30;0;109;39
52;2020-S30;0;110;49
52;2020-S30;1;118;59
52;2020-S30;1;135;69
52;2020-S30;1;111;79
52;2020-S30;1;61;89
52;2020-S30;0;18;90
52;2020-S30;4;851;0
52;2020-S31;0;34;09
52;2020-S31;0;69;19
52;2020-S31;1;101;29
52;2020-S31;0;101;39
52;2020-S31;0;101;49
52;2020-S31;0;159;59
52;2020-S31;0;163;69
52;2020-S31;1;128;79
52;2020-S31;1;64;89
52;2020-S31;0;5;90
52;2020-S31;3;925;0
52;2020-S32;0;36;09
52;2020-S32;1;82;19
52;2020-S32;3;89;29
52;2020-S32;1;111;39
52;2020-S32;3;108;49
52;2020-S32;3;108;59
52;2020-S32;1;159;69
52;2020-S32;0;113;79
52;2020-S32;0;63;89
52;2020-S32;0;10;90
52;2020-S32;12;879;0
52;2020-S33;0;13;09
52;2020-S33;1;65;19
52;2020-S33;3;104;29
52;2020-S33;2;87;39
52;2020-S33;0;101;49
52;2020-S33;0;111;59
52;2020-S33;1;102;69
52;2020-S33;1;73;79
52;2020-S33;0;44;89
52;2020-S33;0;11;90
52;2020-S33;8;711;0
52;2020-S34;0;36;09
52;2020-S34;2;119;19
52;2020-S34;3;201;29
52;2020-S34;5;139;39
52;2020-S34;4;137;49
52;2020-S34;3;170;59
52;2020-S34;2;164;69
52;2020-S34;3;107;79
52;2020-S34;1;46;89
52;2020-S34;0;12;90
52;2020-S34;23;1131;0
52;2020-S35;0;31;09
52;2020-S35;4;142;19
52;2020-S35;4;252;29
52;2020-S35;3;243;39
52;2020-S35;2;209;49
52;2020-S35;5;264;59
52;2020-S35;7;198;69
52;2020-S35;3;176;79
52;2020-S35;0;101;89
52;2020-S35;0;48;90
52;2020-S35;28;1664;0
52;2020-S36;2;92;09
52;2020-S36;6;147;19
52;2020-S36;9;234;29
52;2020-S36;9;197;39
52;2020-S36;2;204;49
52;2020-S36;5;243;59
52;2020-S36;7;241;69
52;2020-S36;6;148;79
52;2020-S36;2;70;89
52;2020-S36;1;18;90
52;2020-S36;49;1595;0
52;2020-S37;13;474;09
52;2020-S37;11;366;19
52;2020-S37;21;434;29
52;2020-S37;18;460;39
52;2020-S37;10;301;49
52;2020-S37;9;353;59
52;2020-S37;10;319;69
52;2020-S37;12;234;79
52;2020-S37;6;168;89
52;2020-S37;1;81;90
52;2020-S37;111;3190;0
52;2020-S38;2;234;09
52;2020-S38;9;443;19
52;2020-S38;8;221;29
52;2020-S38;5;266;39
52;2020-S38;4;253;49
52;2020-S38;6;207;59
52;2020-S38;7;178;69
52;2020-S38;6;154;79
52;2020-S38;1;79;89
52;2020-S38;0;32;90
52;2020-S38;48;2067;0
52;2020-S39;1;35;09
52;2020-S39;1;242;19
52;2020-S39;6;174;29
52;2020-S39;4;160;39
52;2020-S39;3;133;49
52;2020-S39;8;181;59
52;2020-S39;11;176;69
52;2020-S39;5;122;79
52;2020-S39;1;70;89
52;2020-S39;0;13;90
52;2020-S39;40;1306;0
53;2020-S21;0;58;09
53;2020-S21;1;38;19
53;2020-S21;0;76;29
53;2020-S21;2;75;39
53;2020-S21;0;92;49
53;2020-S21;0;84;59
53;2020-S21;2;55;69
53;2020-S21;0;48;79
53;2020-S21;0;55;89
53;2020-S21;1;35;90
53;2020-S21;7;617;0
53;2020-S22;0;37;09
53;2020-S22;0;51;19
53;2020-S22;1;83;29
53;2020-S22;0;87;39
53;2020-S22;0;93;49
53;2020-S22;1;78;59
53;2020-S22;0;53;69
53;2020-S22;1;55;79
53;2020-S22;0;71;89
53;2020-S22;3;77;90
53;2020-S22;6;685;0
53;2020-S23;4;41;09
53;2020-S23;1;48;19
53;2020-S23;4;50;29
53;2020-S23;2;59;39
53;2020-S23;1;77;49
53;2020-S23;2;74;59
53;2020-S23;0;48;69
53;2020-S23;0;43;79
53;2020-S23;0;90;89
53;2020-S23;0;66;90
53;2020-S23;14;596;0
53;2020-S24;1;53;09
53;2020-S24;0;65;19
53;2020-S24;0;76;29
53;2020-S24;1;83;39
53;2020-S24;2;70;49
53;2020-S24;0;56;59
53;2020-S24;0;46;69
53;2020-S24;0;32;79
53;2020-S24;0;56;89
53;2020-S24;0;26;90
53;2020-S24;4;563;0
53;2020-S25;1;28;09
53;2020-S25;0;57;19
53;2020-S25;1;80;29
53;2020-S25;0;67;39
53;2020-S25;0;55;49
53;2020-S25;0;52;59
53;2020-S25;0;48;69
53;2020-S25;1;51;79
53;2020-S25;0;74;89
53;2020-S25;2;36;90
53;2020-S25;5;548;0
53;2020-S26;2;57;09
53;2020-S26;1;51;19
53;2020-S26;7;104;29
53;2020-S26;4;104;39
53;2020-S26;2;84;49
53;2020-S26;2;67;59
53;2020-S26;0;53;69
53;2020-S26;1;32;79
53;2020-S26;1;53;89
53;2020-S26;0;39;90
53;2020-S26;20;644;0
53;2020-S27;7;148;09
53;2020-S27;4;92;19
53;2020-S27;39;301;29
53;2020-S27;27;280;39
53;2020-S27;22;278;49
53;2020-S27;16;255;59
53;2020-S27;6;99;69
53;2020-S27;1;53;79
53;2020-S27;9;86;89
53;2020-S27;4;57;90
53;2020-S27;135;1649;0
53;2020-S28;18;291;09
53;2020-S28;27;378;19
53;2020-S28;32;450;29
53;2020-S28;37;483;39
53;2020-S28;27;419;49
53;2020-S28;19;323;59
53;2020-S28;5;209;69
53;2020-S28;3;105;79
53;2020-S28;3;172;89
53;2020-S28;0;151;90
53;2020-S28;171;2981;0
53;2020-S29;19;328;09
53;2020-S29;41;656;19
53;2020-S29;37;830;29
53;2020-S29;53;941;39
53;2020-S29;28;906;49
53;2020-S29;24;1015;59
53;2020-S29;12;1040;69
53;2020-S29;5;712;79
53;2020-S29;1;310;89
53;2020-S29;2;64;90
53;2020-S29;222;6804;0
53;2020-S30;12;366;09
53;2020-S30;77;1357;19
53;2020-S30;86;1899;29
53;2020-S30;68;1783;39
53;2020-S30;58;1871;49
53;2020-S30;55;1866;59
53;2020-S30;43;1752;69
53;2020-S30;31;1256;79
53;2020-S30;18;571;89
53;2020-S30;6;233;90
53;2020-S30;454;12955;0
53;2020-S31;4;294;09
53;2020-S31;30;1346;19
53;2020-S31;33;1346;29
53;2020-S31;19;1359;39
53;2020-S31;17;1486;49
53;2020-S31;20;1411;59
53;2020-S31;12;1387;69
53;2020-S31;6;1054;79
53;2020-S31;4;691;89
53;2020-S31;1;295;90
53;2020-S31;146;10670;0
53;2020-S32;3;180;09
53;2020-S32;9;730;19
53;2020-S32;17;875;29
53;2020-S32;7;806;39
53;2020-S32;12;905;49
53;2020-S32;9;1012;59
53;2020-S32;5;1064;69
53;2020-S32;7;899;79
53;2020-S32;12;531;89
53;2020-S32;2;227;90
53;2020-S32;83;7229;0
53;2020-S33;5;69;09
53;2020-S33;9;344;19
53;2020-S33;16;450;29
53;2020-S33;5;405;39
53;2020-S33;12;480;49
53;2020-S33;5;513;59
53;2020-S33;7;559;69
53;2020-S33;2;456;79
53;2020-S33;6;321;89
53;2020-S33;2;163;90
53;2020-S33;69;3760;0
53;2020-S34;2;85;09
53;2020-S34;8;483;19
53;2020-S34;14;588;29
53;2020-S34;12;546;39
53;2020-S34;12;586;49
53;2020-S34;7;678;59
53;2020-S34;5;757;69
53;2020-S34;3;646;79
53;2020-S34;3;395;89
53;2020-S34;0;127;90
53;2020-S34;66;4891;0
53;2020-S35;1;69;09
53;2020-S35;13;414;19
53;2020-S35;19;580;29
53;2020-S35;7;499;39
53;2020-S35;7;584;49
53;2020-S35;9;632;59
53;2020-S35;3;532;69
53;2020-S35;1;481;79
53;2020-S35;0;300;89
53;2020-S35;1;77;90
53;2020-S35;61;4168;0
53;2020-S36;9;112;09
53;2020-S36;13;343;19
53;2020-S36;35;635;29
53;2020-S36;14;512;39
53;2020-S36;12;468;49
53;2020-S36;12;526;59
53;2020-S36;6;457;69
53;2020-S36;5;387;79
53;2020-S36;1;231;89
53;2020-S36;1;77;90
53;2020-S36;108;3748;0
53;2020-S37;9;357;09
53;2020-S37;34;828;19
53;2020-S37;33;740;29
53;2020-S37;17;728;39
53;2020-S37;14;703;49
53;2020-S37;12;552;59
53;2020-S37;7;378;69
53;2020-S37;6;320;79
53;2020-S37;2;247;89
53;2020-S37;1;102;90
53;2020-S37;135;4956;0
53;2020-S38;5;261;09
53;2020-S38;35;1127;19
53;2020-S38;41;690;29
53;2020-S38;15;578;39
53;2020-S38;19;581;49
53;2020-S38;15;473;59
53;2020-S38;10;355;69
53;2020-S38;9;273;79
53;2020-S38;2;196;89
53;2020-S38;1;89;90
53;2020-S38;152;4623;0
53;2020-S39;3;66;09
53;2020-S39;41;791;19
53;2020-S39;39;555;29
53;2020-S39;17;413;39
53;2020-S39;24;457;49
53;2020-S39;25;437;59
53;2020-S39;5;282;69
53;2020-S39;9;248;79
53;2020-S39;7;174;89
53;2020-S39;0;93;90
53;2020-S39;170;3516;0
54;2020-S21;3;158;09
54;2020-S21;9;241;19
54;2020-S21;12;522;29
54;2020-S21;7;573;39
54;2020-S21;21;648;49
54;2020-S21;16;695;59
54;2020-S21;16;545;69
54;2020-S21;11;394;79
54;2020-S21;15;394;89
54;2020-S21;5;156;90
54;2020-S21;115;4326;0
54;2020-S22;1;163;09
54;2020-S22;5;215;19
54;2020-S22;4;500;29
54;2020-S22;7;539;39
54;2020-S22;9;498;49
54;2020-S22;9;558;59
54;2020-S22;5;522;69
54;2020-S22;2;473;79
54;2020-S22;9;440;89
54;2020-S22;8;156;90
54;2020-S22;59;4065;0
54;2020-S23;7;145;09
54;2020-S23;7;212;19
54;2020-S23;21;462;29
54;2020-S23;18;515;39
54;2020-S23;24;516;49
54;2020-S23;17;571;59
54;2020-S23;15;541;69
54;2020-S23;26;511;79
54;2020-S23;26;407;89
54;2020-S23;7;198;90
54;2020-S23;168;4080;0
54;2020-S24;10;280;09
54;2020-S24;8;601;19
54;2020-S24;19;800;29
54;2020-S24;23;1000;39
54;2020-S24;13;1013;49
54;2020-S24;29;1154;59
54;2020-S24;21;1049;69
54;2020-S24;21;880;79
54;2020-S24;5;509;89
54;2020-S24;5;209;90
54;2020-S24;154;7496;0
54;2020-S25;2;216;09
54;2020-S25;5;407;19
54;2020-S25;9;746;29
54;2020-S25;10;837;39
54;2020-S25;15;899;49
54;2020-S25;10;1094;59
54;2020-S25;16;1271;69
54;2020-S25;19;1150;79
54;2020-S25;18;596;89
54;2020-S25;5;168;90
54;2020-S25;109;7384;0
54;2020-S26;3;298;09
54;2020-S26;3;494;19
54;2020-S26;2;829;29
54;2020-S26;2;1029;39
54;2020-S26;6;1056;49
54;2020-S26;5;1244;59
54;2020-S26;10;1698;69
54;2020-S26;5;1592;79
54;2020-S26;3;760;89
54;2020-S26;1;183;90
54;2020-S26;40;9184;0
54;2020-S27;0;276;09
54;2020-S27;0;419;19
54;2020-S27;10;578;29
54;2020-S27;2;624;39
54;2020-S27;5;709;49
54;2020-S27;4;821;59
54;2020-S27;6;1250;69
54;2020-S27;0;1175;79
54;2020-S27;0;583;89
54;2020-S27;1;127;90
54;2020-S27;28;6564;0
54;2020-S28;0;299;09
54;2020-S28;2;321;19
54;2020-S28;11;520;29
54;2020-S28;3;556;39
54;2020-S28;6;461;49
54;2020-S28;1;483;59
54;2020-S28;5;489;69
54;2020-S28;2;427;79
54;2020-S28;0;298;89
54;2020-S28;1;124;90
54;2020-S28;31;3978;0
54;2020-S29;1;300;09
54;2020-S29;5;369;19
54;2020-S29;9;647;29
54;2020-S29;13;713;39
54;2020-S29;9;602;49
54;2020-S29;9;565;59
54;2020-S29;5;588;69
54;2020-S29;3;451;79
54;2020-S29;2;335;89
54;2020-S29;2;117;90
54;2020-S29;58;4687;0
54;2020-S30;6;395;09
54;2020-S30;5;496;19
54;2020-S30;21;776;29
54;2020-S30;8;797;39
54;2020-S30;16;657;49
54;2020-S30;6;603;59
54;2020-S30;10;600;69
54;2020-S30;7;505;79
54;2020-S30;2;438;89
54;2020-S30;1;156;90
54;2020-S30;82;5426;0
54;2020-S31;6;393;09
54;2020-S31;10;688;19
54;2020-S31;32;1057;29
54;2020-S31;21;1001;39
54;2020-S31;16;875;49
54;2020-S31;12;834;59
54;2020-S31;6;770;69
54;2020-S31;9;545;79
54;2020-S31;6;442;89
54;2020-S31;4;159;90
54;2020-S31;122;6764;0
54;2020-S32;10;324;09
54;2020-S32;12;596;19
54;2020-S32;32;983;29
54;2020-S32;19;950;39
54;2020-S32;14;717;49
54;2020-S32;13;738;59
54;2020-S32;8;734;69
54;2020-S32;7;514;79
54;2020-S32;15;397;89
54;2020-S32;21;202;90
54;2020-S32;152;6157;0
54;2020-S33;3;259;09
54;2020-S33;9;540;19
54;2020-S33;22;964;29
54;2020-S33;26;799;39
54;2020-S33;8;716;49
54;2020-S33;11;751;59
54;2020-S33;5;696;69
54;2020-S33;7;521;79
54;2020-S33;4;369;89
54;2020-S33;6;192;90
54;2020-S33;101;5807;0
54;2020-S34;5;318;09
54;2020-S34;11;716;19
54;2020-S34;42;1270;29
54;2020-S34;24;1045;39
54;2020-S34;15;915;49
54;2020-S34;18;941;59
54;2020-S34;4;798;69
54;2020-S34;1;647;79
54;2020-S34;2;437;89
54;2020-S34;2;159;90
54;2020-S34;124;7246;0
54;2020-S35;11;294;09
54;2020-S35;29;889;19
54;2020-S35;68;1568;29
54;2020-S35;40;1253;39
54;2020-S35;31;1178;49
54;2020-S35;21;1228;59
54;2020-S35;16;987;69
54;2020-S35;10;686;79
54;2020-S35;4;504;89
54;2020-S35;5;187;90
54;2020-S35;235;8775;0
54;2020-S36;10;646;09
54;2020-S36;39;1076;19
54;2020-S36;77;1948;29
54;2020-S36;38;1565;39
54;2020-S36;44;1388;49
54;2020-S36;26;1359;59
54;2020-S36;21;1162;69
54;2020-S36;7;776;79
54;2020-S36;6;569;89
54;2020-S36;1;216;90
54;2020-S36;269;10707;0
54;2020-S37;13;1837;09
54;2020-S37;71;2059;19
54;2020-S37;144;2533;29
54;2020-S37;44;2156;39
54;2020-S37;39;1689;49
54;2020-S37;38;1483;59
54;2020-S37;24;1155;69
54;2020-S37;19;832;79
54;2020-S37;10;623;89
54;2020-S37;7;369;90
54;2020-S37;410;14740;0
54;2020-S38;15;1177;09
54;2020-S38;49;2916;19
54;2020-S38;126;2904;29
54;2020-S38;61;1945;39
54;2020-S38;38;1578;49
54;2020-S38;33;1370;59
54;2020-S38;17;1019;69
54;2020-S38;23;739;79
54;2020-S38;13;528;89
54;2020-S38;8;247;90
54;2020-S38;383;14425;0
54;2020-S39;6;411;09
54;2020-S39;54;2033;19
54;2020-S39;114;2096;29
54;2020-S39;29;1344;39
54;2020-S39;28;1123;49
54;2020-S39;38;1086;59
54;2020-S39;18;828;69
54;2020-S39;10;695;79
54;2020-S39;12;464;89
54;2020-S39;4;181;90
54;2020-S39;313;10261;0
55;2020-S21;0;40;09
55;2020-S21;7;83;19
55;2020-S21;7;189;29
55;2020-S21;6;176;39
55;2020-S21;5;152;49
55;2020-S21;6;193;59
55;2020-S21;5;131;69
55;2020-S21;4;107;79
55;2020-S21;1;60;89
55;2020-S21;0;29;90
55;2020-S21;41;1160;0
55;2020-S22;0;66;09
55;2020-S22;1;144;19
55;2020-S22;2;187;29
55;2020-S22;3;195;39
55;2020-S22;3;209;49
55;2020-S22;2;183;59
55;2020-S22;0;144;69
55;2020-S22;0;99;79
55;2020-S22;3;106;89
55;2020-S22;3;37;90
55;2020-S22;17;1370;0
55;2020-S23;0;26;09
55;2020-S23;0;58;19
55;2020-S23;10;145;29
55;2020-S23;5;147;39
55;2020-S23;7;137;49
55;2020-S23;4;155;59
55;2020-S23;3;141;69
55;2020-S23;3;118;79
55;2020-S23;12;148;89
55;2020-S23;5;82;90
55;2020-S23;49;1157;0
55;2020-S24;2;57;09
55;2020-S24;3;116;19
55;2020-S24;7;144;29
55;2020-S24;1;157;39
55;2020-S24;4;167;49
55;2020-S24;5;185;59
55;2020-S24;3;169;69
55;2020-S24;2;124;79
55;2020-S24;2;112;89
55;2020-S24;2;63;90
55;2020-S24;31;1294;0
55;2020-S25;0;44;09
55;2020-S25;1;110;19
55;2020-S25;1;121;29
55;2020-S25;1;127;39
55;2020-S25;5;153;49
55;2020-S25;0;190;59
55;2020-S25;0;273;69
55;2020-S25;3;203;79
55;2020-S25;3;129;89
55;2020-S25;3;37;90
55;2020-S25;17;1387;0
55;2020-S26;0;42;09
55;2020-S26;0;95;19
55;2020-S26;0;113;29
55;2020-S26;1;147;39
55;2020-S26;0;169;49
55;2020-S26;2;202;59
55;2020-S26;0;209;69
55;2020-S26;0;157;79
55;2020-S26;0;111;89
55;2020-S26;1;38;90
55;2020-S26;4;1283;0
55;2020-S27;0;36;09
55;2020-S27;0;92;19
55;2020-S27;2;95;29
55;2020-S27;0;106;39
55;2020-S27;0;109;49
55;2020-S27;0;131;59
55;2020-S27;0;173;69
55;2020-S27;2;179;79
55;2020-S27;0;103;89
55;2020-S27;0;21;90
55;2020-S27;4;1045;0
55;2020-S28;0;31;09
55;2020-S28;0;54;19
55;2020-S28;1;65;29
55;2020-S28;0;74;39
55;2020-S28;0;74;49
55;2020-S28;0;93;59
55;2020-S28;1;82;69
55;2020-S28;1;113;79
55;2020-S28;0;72;89
55;2020-S28;0;24;90
55;2020-S28;3;682;0
55;2020-S29;1;33;09
55;2020-S29;1;68;19
55;2020-S29;0;78;29
55;2020-S29;0;82;39
55;2020-S29;1;89;49
55;2020-S29;1;113;59
55;2020-S29;0;120;69
55;2020-S29;0;86;79
55;2020-S29;0;83;89
55;2020-S29;0;17;90
55;2020-S29;4;769;0
55;2020-S30;0;73;09
55;2020-S30;0;64;19
55;2020-S30;1;111;29
55;2020-S30;0;152;39
55;2020-S30;0;127;49
55;2020-S30;1;119;59
55;2020-S30;0;116;69
55;2020-S30;1;92;79
55;2020-S30;0;73;89
55;2020-S30;0;31;90
55;2020-S30;3;958;0
55;2020-S31;0;47;09
55;2020-S31;2;88;19
55;2020-S31;0;124;29
55;2020-S31;0;149;39
55;2020-S31;1;117;49
55;2020-S31;0;132;59
55;2020-S31;1;140;69
55;2020-S31;0;142;79
55;2020-S31;0;96;89
55;2020-S31;1;30;90
55;2020-S31;5;1065;0
55;2020-S32;0;35;09
55;2020-S32;0;88;19
55;2020-S32;3;130;29
55;2020-S32;1;117;39
55;2020-S32;1;95;49
